AID,SERVICE_YEAR,QUALITY_SERVICE,Service,INDICATOR_ID,Ruleset,Care domain (CQRS short domain name),DPO_FLG,INDICATOR_TYPE,INDICATOR_ID,INDICATOR_DESCRIPTION,MEASURE_TYPE,MEASURE,MEASURE_DESCRIPTION,DPO,DPO_DESCRIPTION,DPO_BREAKDOWN,CQRS short code
tbc,2023-24,NCD,NCD,NCDMI156,Workforce,NCD,0,FI,NCDMI156,Number of encounters with a Care Coordinator per registered patient.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI158,Workforce,NCD,0,FI,NCDMI158,"Number of encounters with a Trainee Nursing Associate, per registered patient.",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI166,Access,NCD,0,FI,NCDMI166,Number of declined referrals to the Community Pharmacy Consultation Service per registered patient,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI170,Enhanced Health in Care Homes,NCD,0,FI,NCDMI170,Percentage of permanent care home residents aged 18 years or over who received a psychosocial assessment,PCA,CARHOMDEC1,CARHOMDEC1,n/a,n/a,n/a,CARHOMDEC1
tbc,2023-24,NCD,NCD,NCDMI172,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI172,Percentage of patients aged 18 years or over prescribed methotrexate for at least 3 months without a full blood count in the previous 3 months.,Exclusion,NOMETH3M6M,NOMETH3M6M,n/a,n/a,n/a,NOMETH3M6M
tbc,2023-24,NCD,NCD,NCDMI176,Cardiovascular Disease Prevention,NCD,0,FI,NCDMI176,"Percentage of patients aged 25 to 84 years inclusive without established cardiovascular disease and with a last recorded CVD risk score (QRISK2 or 3) greater than 20 percent, who are currently treated with statins.",PCA,TXSTAT_DAT,TXSTAT_DAT,n/a,n/a,n/a,TXSTAT_DAT
tbc,2023-24,NCD,NCD,NCDMI182,Tackling Health Inequalities,NCD,0,FI,NCDMI182,"Percentage of patients on the QOF Learning Disability register aged 14 years or over, who received an annual Learning Disability Health Check and a completed Health Action Plan.",PCA,HLTHCHKDEC,HLTHCHKDEC,n/a,n/a,n/a,HLTHCHKDEC
tbc,2023-24,NCD,NCD,NCDMI189,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI189,"Percentage of permanent care home residents aged 18 years or over, who received a Structured Medication Review.",PCA,PALCARDAT2,PALCARDAT2,n/a,n/a,n/a,PALCARDAT2
tbc,2023-24,NCD,NCD,NCDMI199,Vaccination & Immunisation,NCD,0,FI,NCDMI199,"Percentage of patients aged 65 years or over, who received a seasonal influenza vaccination between 1 September and 31 March.",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCD003,Vaccination & Immunisation,NCD,0,FI,NCD003,Percentage of at-risk patients aged 18 to 64 years inclusive who received a seasonal influenza vaccination between 1 September and 31 March.,PCA,XFLU_DAT,XFLU_DAT,n/a,n/a,n/a,XFLU_DAT
tbc,2023-24,NCD,NCD,NCD011,Cardiovascular Disease Prevention,NCD,0,FI,NCD011,"Percentage of patients aged 18 years or over, not on the QOF Hypertension Register as of 31 March 2023, and who have (i) a last recorded blood pressure reading in the 3 years prior to 1 April 2023 >= 140/90mmHg (with the exception of patients whose first blood pressure reading >= 140/90mmHg in this period is on or after 1 October 2022) for whom there is evidence of clinically appropriate follow-up to confirm or exclude a diagnosis of hypertension by 31 March 2024 OR (ii) a blood pressure reading >= 140/90mmHg on or after 1 October 2022, for whom there is evidence of clinically appropriate follow-up to confirm or exclude a diagnosis of hypertension within 6 months of elevated reading.",Exclusion,PRELAT6M,PRELAT6M,n/a,n/a,n/a,PRELAT6M
tbc,2023-24,NCD,NCD,NCD107,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCD107,"Percentage of patients aged 18 years or over prescribed both a Non-Steroidal Anti-Inflammatory Drug (NSAID) and an oral anticoagulant in the last 3 months of the previous financial year, who, in the three months to the end of the reporting period, were either (i) no longer prescribed an NSAID or (ii) prescribed a gastro-protective in addition to an NSAID.",Exclusion,NOPQSNSDAC,NOPQSNSDAC,n/a,n/a,n/a,NOPQSNSDAC
tbc,2023-24,NCD,NCD,NCD107,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCD107,"Percentage of patients aged 18 years or over prescribed both a Non-Steroidal Anti-Inflammatory Drug (NSAID) and an oral anticoagulant in the last 3 months of the previous financial year, who, in the three months to the end of the reporting period, were either (i) no longer prescribed an NSAID or (ii) prescribed a gastro-protective in addition to an NSAID.",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCD108,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCD108,"Percentage of patients aged 65 years or over prescribed a Non-Steroidal Anti-Inflammatory Drug (NSAID) and not an oral anticoagulant in the last 3 months of the previous financial year, who, in the three months to the end of the reporting period, were either (i) no longer prescribed an NSAID or (ii) prescribed a gastro-protective in addition to an NSAID.",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCD109,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCD109,"Percentage of patients aged 18 years or over prescribed both an oral anticoagulant and an anti-platelet in the last 3 months of the previous financial year, who, in the three months to the end of the reporting period, were either (i) no longer prescribed an anti-platelet or (ii) prescribed a gastro-protective in addition to an anti-platelet.",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCD113,Access,NCD,0,FI,NCD113,Number of referrals to the Community Pharmacist Consultation Service per registered patient,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCD117,Cardiovascular Disease Prevention,NCD,0,FI,NCD117,"Percentage of men aged 50 years or over and women aged 55 years or over, without established Cardiovascular Disease and not on lipid lowering therapy, who have a QRISK score recorded on their GP record in the preceding five years and who have a recording of cholesterol levels, blood pressure and smoking status in the 12 months preceding recording of the most recent QRISK score",Exclusion,AGEUM50F55,AGEUM50F55,n/a,n/a,n/a,AGEUM50F55
tbc,2023-24,NCD,NCD,NCD117,Cardiovascular Disease Prevention,NCD,0,FI,NCD117,"Percentage of men aged 50 years or over and women aged 55 years or over, without established Cardiovascular Disease and not on lipid lowering therapy, who have a QRISK score recorded on their GP record in the preceding five years and who have a recording of cholesterol levels, blood pressure and smoking status in the 12 months preceding recording of the most recent QRISK score",Exclusion,LIPIDTHER,LIPIDTHER,n/a,n/a,n/a,LIPIDTHER
tbc,2023-24,NCD,NCD,NCD120,Tackling Health Inequalities,NCD,0,FI,NCD120,"Percentage of patients on the QOF Learning Disability register aged 14 or over, who received an annual Learning Disability Health Check and have a completed Health Action Plan, in addition to a recording of ethnicity.",Exclusion,PAT_AGEU14,PAT_AGEU14,n/a,n/a,n/a,PAT_AGEU14
tbc,2023-24,NCD,NCD,NCDMI027,Vaccination & Immunisation,NCD,0,FI,NCDMI027,"Percentage of patients on the QOF Mental Health register for schizophrenia, bipolar affective disorder and other psychoses and either aged 65 years or over, or aged between 18 and 64 years inclusive and in a clinical at-risk group, who received a seasonal influenza vaccination between 1 September and 31 March.",PCA,XFLU_DAT,XFLU_DAT,n/a,n/a,n/a,XFLU_DAT
tbc,2023-24,NCD,NCD,NCDMI101,Cardiovascular Disease Prevention,NCD,0,FI,NCDMI101,"Percentage of patients aged 65 years or over and who received a blood pressure check, who received a pulse check",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI103,Cardiovascular Disease Prevention,NCD,0,FI,NCDMI103,Percentage of patients aged 65 years or over and with an irregular pulse who either received an electrocardiogram or were referred for an electrocardiogram.,Exclusion,UNRESAFIB,UNRESAFIB,n/a,n/a,n/a,UNRESAFIB
tbc,2023-24,NCD,NCD,NCDMI105,Personalised Care,NCD,0,FI,NCDMI105,Number of Social Prescribing Link Worker consultations per patient currently being seen by a social prescribing service.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI107,Personalised Care,NCD,0,FI,NCDMI107,Percentage of patients currently being seen by a social prescribing service who received at least one consultation with a Social Prescribing Link Worker.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI107,Personalised Care,NCD,0,FI,NCDMI107,Percentage of patients currently being seen by a social prescribing service who received at least one consultation with a Social Prescribing Link Worker.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI108,Personalised Care,NCD,0,FI,NCDMI108,Number of General Practitioner consultations per registered patient.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI114,Enhanced Health in Care Homes,NCD,0,FI,NCDMI114,Mean number of Multidisciplinary Team meetings per care home resident aged 18 years or over.,Exclusion,NURSHOME,NURSHOME,n/a,n/a,n/a,NURSHOME
tbc,2023-24,NCD,NCD,NCDMI116,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI116,"Percentage of patients aged 65 years or over prescribed an oral non-steroidal anti-inflammatory drug (NSAID), who were not prescribed a gastro-protective",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI121,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI121,"Percentage of patients aged 18 years or over prescribed aspirin and another anti-platelet, who were not prescribed a gastro-protective.",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI121,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI121,"Percentage of patients aged 18 years or over prescribed aspirin and another anti-platelet, who were not prescribed a gastro-protective.",Exclusion,PAT_AGEU18,PAT_AGEU18,n/a,n/a,n/a,PAT_AGEU18
tbc,2023-24,NCD,NCD,NCDMI124,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI124,Percentage of patients aged 18 years or over with an unresolved asthma diagnosis who were prescribed a non-selective beta-blocker.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI129,Tackling Health Inequalities,NCD,0,FI,NCDMI129,Percentage of at-risk patients recorded as being from an ethnic minority and aged 18 to 64 years inclusive who received a seasonal influenza vaccination between 1 September and 31 March,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI130,Tackling Health Inequalities,NCD,0,FI,NCDMI130,Percentage of patients aged 16 years or over who have received a second dose of a Covid 19 vaccination,Exclusion,PAT_AGEU16,PAT_AGEU16,n/a,n/a,n/a,PAT_AGEU16
tbc,2023-24,NCD,NCD,NCDMI131,Tackling Health Inequalities,NCD,0,FI,NCDMI131,Percentage of patients aged 16 years or over and recorded as being from an ethnic minority who have received a second dose of a Covid 19 vaccination,PCA,C19CON_DAT,C19CON_DAT,n/a,n/a,n/a,C19CON_DAT
tbc,2023-24,NCD,NCD,NCDMI131,Tackling Health Inequalities,NCD,0,FI,NCDMI131,Percentage of patients aged 16 years or over and recorded as being from an ethnic minority who have received a second dose of a Covid 19 vaccination,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI132,Tackling Health Inequalities,NCD,0,FI,NCDMI132,"Percentage of patients aged 18 years or over, recorded as being from an ethnic minority, not on the QOF Hypertension Register as of 31 March 2023, and who have (i) a last recorded blood pressure reading in the 3 years prior to 1 April 2023 >= 140/90 mmHg (with the exception of patients whose first blood pressure reading >= 140/90 mmHg in this period is on or after 1 October 2022) for whom there is evidence of clinically appropriate follow-up to confirm or exclude a diagnosis of hypertension by 31 March 2024 OR (ii) a blood pressure reading >= 140/90mmHg on or after 1 October 2022, for whom there is evidence of clinically appropriate follow-up to confirm or exclude a diagnosis of hypertension within 6 months of elevated reading.",Exclusion,HYPLATUNR,HYPLATUNR,n/a,n/a,n/a,HYPLATUNR
tbc,2023-24,NCD,NCD,NCDMI136,Tackling Health Inequalities,NCD,0,FI,NCDMI136,Number of registered patients with a Type 1 Opt Out,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI139,Workforce,NCD,0,FI,NCDMI139,Percentage of registered patients who had at least one encounter with a Clinical Pharmacist.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI140,Workforce,NCD,0,FI,NCDMI140,"Number of encounters with a First Contact Physiotherapist, per registered patient.",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI148,Workforce,NCD,0,FI,NCDMI148,"Number of encounters with a Pharmacy Technician, per registered patient.",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI153,Workforce,NCD,0,FI,NCDMI153,Percentage of registered patients who had at least one encounter with a Social Prescribing Link Worker.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI154,Workforce,NCD,0,FI,NCDMI154,"Number of encounters with a Health and Wellbeing Coach, per registered patient.",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI159,Workforce,NCD,0,FI,NCDMI159,Percentage of registered patients who had at least one encounter with a Trainee Nursing Associate.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI177,Respiratory Care,NCD,0,FI,NCDMI177,"Percentage of patients on the QOF Asthma Register who received three or more inhaled corticosteroid (ICS, inclusive of ICS/LABA) prescriptions over the previous 12 months.",PCA,MILDINTAST,MILDINTAST,n/a,n/a,n/a,MILDINTAST
tbc,2023-24,NCD,NCD,NCDMI180,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI180,Percentage of patients at risk of harm due to medication errors who received a Structured Medication Review.,PCA,MEDRVWDEC,MEDRVWDEC,n/a,n/a,n/a,MEDRVWDEC
tbc,2023-24,NCD,NCD,NCDMI180,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI180,Percentage of patients at risk of harm due to medication errors who received a Structured Medication Review.,Exclusion,NOMEDERR1,NOMEDERR1,n/a,n/a,n/a,NOMEDERR1
tbc,2023-24,NCD,NCD,NCDMI189,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI189,"Percentage of permanent care home residents aged 18 years or over, who received a Structured Medication Review.",PCA,CARHOMDEC1,CARHOMDEC1,n/a,n/a,n/a,CARHOMDEC1
tbc,2023-24,NCD,NCD,NCDMI189,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI189,"Percentage of permanent care home residents aged 18 years or over, who received a Structured Medication Review.",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI189,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI189,"Percentage of permanent care home residents aged 18 years or over, who received a Structured Medication Review.",PCA,STRMEDRVDC,STRMEDRVDC,n/a,n/a,n/a,STRMEDRVDC
tbc,2023-24,NCD,NCD,NCD003,Vaccination & Immunisation,NCD,0,FI,NCD003,Percentage of at-risk patients aged 18 to 64 years inclusive who received a seasonal influenza vaccination between 1 September and 31 March.,PCA,FLUDEC_DAT,FLUDEC_DAT,n/a,n/a,n/a,FLUDEC_DAT
tbc,2023-24,NCD,NCD,NCD003,Vaccination & Immunisation,NCD,0,FI,NCD003,Percentage of at-risk patients aged 18 to 64 years inclusive who received a seasonal influenza vaccination between 1 September and 31 March.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCD018,Enhanced Health in Care Homes,NCD,0,FI,NCD018,"Percentage of care home residents aged 18 years or over, who had a Personalised Care and Support Plan agreed or reviewed.",Exclusion,HOMETMP_18,HOMETMP_18,n/a,n/a,n/a,HOMETMP_18
tbc,2023-24,NCD,NCD,NCD026,Access,NCD,0,FI,NCD026,Percentage of appointments where time from booking to appointment was two weeks or less,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCD026,Access,NCD,0,FI,NCD026,Percentage of appointments where time from booking to appointment was two weeks or less,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCD108,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCD108,"Percentage of patients aged 65 years or over prescribed a Non-Steroidal Anti-Inflammatory Drug (NSAID) and not an oral anticoagulant in the last 3 months of the previous financial year, who, in the three months to the end of the reporting period, were either (i) no longer prescribed an NSAID or (ii) prescribed a gastro-protective in addition to an NSAID.",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCD108,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCD108,"Percentage of patients aged 65 years or over prescribed a Non-Steroidal Anti-Inflammatory Drug (NSAID) and not an oral anticoagulant in the last 3 months of the previous financial year, who, in the three months to the end of the reporting period, were either (i) no longer prescribed an NSAID or (ii) prescribed a gastro-protective in addition to an NSAID.",Exclusion,PAT_AGEU65,PAT_AGEU65,n/a,n/a,n/a,PAT_AGEU65
tbc,2023-24,NCD,NCD,NCD111,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCD111,"Percentage of patients prescribed a direct-acting oral anticoagulant, who received a renal function test and a recording of their weight and Creatinine Clearance Rate, along with a change or confirmation of their medication dose.",PCA,DOAC3MDAT1,DOAC3MDAT1,n/a,n/a,n/a,DOAC3MDAT1
tbc,2023-24,NCD,NCD,NCD111,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCD111,"Percentage of patients prescribed a direct-acting oral anticoagulant, who received a renal function test and a recording of their weight and Creatinine Clearance Rate, along with a change or confirmation of their medication dose.",PCA,DOAC9MDAT1,DOAC9MDAT1,n/a,n/a,n/a,DOAC9MDAT1
tbc,2023-24,NCD,NCD,NCD117,Cardiovascular Disease Prevention,NCD,0,FI,NCD117,"Percentage of men aged 50 years or over and women aged 55 years or over, without established Cardiovascular Disease and not on lipid lowering therapy, who have a QRISK score recorded on their GP record in the preceding five years and who have a recording of cholesterol levels, blood pressure and smoking status in the 12 months preceding recording of the most recent QRISK score",Exclusion,DIBFRISTAT,DIBFRISTAT,n/a,n/a,n/a,DIBFRISTAT
tbc,2023-24,NCD,NCD,NCD120,Tackling Health Inequalities,NCD,0,FI,NCD120,"Percentage of patients on the QOF Learning Disability register aged 14 or over, who received an annual Learning Disability Health Check and have a completed Health Action Plan, in addition to a recording of ethnicity.",PCA,HLTHCHKDEC,HLTHCHKDEC,n/a,n/a,n/a,HLTHCHKDEC
tbc,2023-24,NCD,NCD,NCD121,Cardiovascular Disease Prevention,NCD,0,FI,NCD121,"Percentage of patients aged 25 to 84 years inclusive without established cardiovascular disease or diabetes and with a last recorded CVD risk score (QRISK2 or 3) greater than 20 percent, who are currently treated with statins, or where a statin is declined or clinically unsuitable, another lipid-lowering therapy.",PCA,CHOLMX_DAT,CHOLMX_DAT,n/a,n/a,n/a,CHOLMX_DAT
tbc,2023-24,NCD,NCD,NCDMI002,Personalised Care,NCD,0,FI,NCDMI002,Percentage of registered patients who had a Personalised Care and Support Plan reviewed.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI024,Early Cancer Diagnosis,NCD,0,FI,NCDMI024,Percentage of patients placed on an urgent referral pathway for suspected cancer where safety netting was recorded.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI025,Vaccination & Immunisation,NCD,0,FI,NCDMI025,Percentage of patients in long stay residential or homes who received a seasonal influenza vaccination between 1 September and 31 March.,PCA,XFLU_DAT,XFLU_DAT,n/a,n/a,n/a,XFLU_DAT
tbc,2023-24,NCD,NCD,NCDMI026,Vaccination & Immunisation,NCD,0,FI,NCDMI026,Percentage of patients on the Learning Disability register aged 18 years or over who received a seasonal influenza vaccination between 1 September and 31 March.,Exclusion,PAT_AGEU18,PAT_AGEU18,n/a,n/a,n/a,PAT_AGEU18
tbc,2023-24,NCD,NCD,NCDMI068,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI068,Mean number of structured medication reviews undertaken per registered patient.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI103,Cardiovascular Disease Prevention,NCD,0,FI,NCDMI103,Percentage of patients aged 65 years or over and with an irregular pulse who either received an electrocardiogram or were referred for an electrocardiogram.,Exclusion,NOIRREGPLS,NOIRREGPLS,n/a,n/a,n/a,NOIRREGPLS
tbc,2023-24,NCD,NCD,NCDMI114,Enhanced Health in Care Homes,NCD,0,FI,NCDMI114,Mean number of Multidisciplinary Team meetings per care home resident aged 18 years or over.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI116,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI116,"Percentage of patients aged 65 years or over prescribed an oral non-steroidal anti-inflammatory drug (NSAID), who were not prescribed a gastro-protective",Exclusion,PAT_AGEU65,PAT_AGEU65,n/a,n/a,n/a,PAT_AGEU65
tbc,2023-24,NCD,NCD,NCDMI117,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI117,"Percentage of patients aged 18 years or over with a history of peptic ulceration and prescribed an oral non-steroidal anti-inflammatory drug (NSAID), who were not prescribed a gastro-protective.",Exclusion,NONSAID3M,NONSAID3M,n/a,n/a,n/a,NONSAID3M
tbc,2023-24,NCD,NCD,NCDMI117,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI117,"Percentage of patients aged 18 years or over with a history of peptic ulceration and prescribed an oral non-steroidal anti-inflammatory drug (NSAID), who were not prescribed a gastro-protective.",Exclusion,PEPULCB3M,PEPULCB3M,n/a,n/a,n/a,PEPULCB3M
tbc,2023-24,NCD,NCD,NCDMI118,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI118,"Percentage of patients aged 18 years or over with a history of peptic ulceration and prescribed an anti-platelet, who were not prescribed a gastro-protective",Exclusion,PAT_AGEU18,PAT_AGEU18,n/a,n/a,n/a,PAT_AGEU18
tbc,2023-24,NCD,NCD,NCDMI121,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI121,"Percentage of patients aged 18 years or over prescribed aspirin and another anti-platelet, who were not prescribed a gastro-protective.",Exclusion,NOASPLAT3M,NOASPLAT3M,n/a,n/a,n/a,NOASPLAT3M
tbc,2023-24,NCD,NCD,NCDMI122,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI122,Percentage of patients aged 18 years or over with heart failure who were prescribed an oral non-steroidal anti-inflammatory drug (NSAID).,Exclusion,HFB3M_DAT,HFB3M_DAT,n/a,n/a,n/a,HFB3M_DAT
tbc,2023-24,NCD,NCD,NCDMI129,Tackling Health Inequalities,NCD,0,FI,NCDMI129,Percentage of at-risk patients recorded as being from an ethnic minority and aged 18 to 64 years inclusive who received a seasonal influenza vaccination between 1 September and 31 March,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI132,Tackling Health Inequalities,NCD,0,FI,NCDMI132,"Percentage of patients aged 18 years or over, recorded as being from an ethnic minority, not on the QOF Hypertension Register as of 31 March 2023, and who have (i) a last recorded blood pressure reading in the 3 years prior to 1 April 2023 >= 140/90 mmHg (with the exception of patients whose first blood pressure reading >= 140/90 mmHg in this period is on or after 1 October 2022) for whom there is evidence of clinically appropriate follow-up to confirm or exclude a diagnosis of hypertension by 31 March 2024 OR (ii) a blood pressure reading >= 140/90mmHg on or after 1 October 2022, for whom there is evidence of clinically appropriate follow-up to confirm or exclude a diagnosis of hypertension within 6 months of elevated reading.",Exclusion,PRELAT6M,PRELAT6M,n/a,n/a,n/a,PRELAT6M
tbc,2023-24,NCD,NCD,NCDMI134,Tackling Health Inequalities,NCD,0,FI,NCDMI134,"Percentage of patients with schizophrenia, bipolar affective disorder and other psychoses who received all six elements of the Physical Health Check for people with Severe Mental Illness.",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI135,Tackling Health Inequalities,NCD,0,FI,NCDMI135,"Percentage of patients with schizophrenia, bipolar affective disorder and other psychoses and recorded as being from an ethnic minority who received all six elements of the Physical Health Check for people with Severe Mental Illness",Exclusion,MH_MHREM,MH_MHREM,n/a,n/a,n/a,MH_MHREM
tbc,2023-24,NCD,NCD,NCDMI135,Tackling Health Inequalities,NCD,0,FI,NCDMI135,"Percentage of patients with schizophrenia, bipolar affective disorder and other psychoses and recorded as being from an ethnic minority who received all six elements of the Physical Health Check for people with Severe Mental Illness",Exclusion,PAT_ETHWNS,PAT_ETHWNS,n/a,n/a,n/a,PAT_ETHWNS
tbc,2023-24,NCD,NCD,NCDMI152,Workforce,NCD,0,FI,NCDMI152,"Number of encounters with a Social Prescribing Link Worker, per registered patient.",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI157,Workforce,NCD,0,FI,NCDMI157,Percentage of registered patients who had at least one encounter with a Care Coordinator.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI161,Workforce,NCD,0,FI,NCDMI161,Percentage of registered patients who had at least one encounter with a Nursing Associate.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI162,Workforce,NCD,0,FI,NCDMI162,"Number of encounters with a Paramedic, per registered patient.",Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI163,Workforce,NCD,0,FI,NCDMI163,Percentage of registered patients who had at least one encounter with a Paramedic.,Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI164,Workforce,NCD,0,FI,NCDMI164,"Number of encounters with a Mental Health Practitioner, per registered patient.",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI167,Enhanced Health in Care Homes,NCD,0,FI,NCDMI167,Percentage of permanent care home residents aged 18 years or over who received a falls risk assessment.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI171,Structured Medication Reviews & Medicines Optimisation,NCD,0,FI,NCDMI171,Percentage of patients aged 75 years or over on a long-term prescription of an angiotensin converting enzyme (ACE) inhibitor or a loop diuretic who have not had their renal function and electrolytes recorded in the previous 15 months.,Exclusion,PAT_AGEU75,PAT_AGEU75,n/a,n/a,n/a,PAT_AGEU75
tbc,2023-24,NCD,NCD,NCDMI177,Respiratory Care,NCD,0,FI,NCDMI177,"Percentage of patients on the QOF Asthma Register who received three or more inhaled corticosteroid (ICS, inclusive of ICS/LABA) prescriptions over the previous 12 months.",Numerator,Numerator,Numerator,n/a,n/a,n/a,n/a
tbc,2023-24,NCD,NCD,NCDMI178,Respiratory Care,NCD,0,FI,NCDMI178,Percentage of patients on the QOF asthma register who received 6 or more Short Acting Beta-2 Agonist (SABA) inhaler prescriptions over the previous 12 months.,Exclusion,EUNRESCOAS,EUNRESCOAS,n/a,n/a,n/a,EUNRESCOAS
tbc,2023-24,NCD,NCD,NCDMI178,Respiratory Care,NCD,0,FI,NCDMI178,Percentage of patients on the QOF asthma register who received 6 or more Short Acting Beta-2 Agonist (SABA) inhaler prescriptions over the previous 12 months.,Denominator,Denominator,Denominator,n/a,n/a,n/a,n/a
